date,product_code,product_name,category,raw_grain,demand_orders_tonnes,dispatched_tonnes,unmet_demand_tonnes,demand_met,stockout_flag,fill_rate_pct,unit_price_usd_per_kg,revenue_usd,lost_sales_usd,is_school_term,is_public_holiday,is_festive,is_month_end,is_promo,drought_index,day_of_week,month,year
2023-01-11,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,200.815,200.815,0.0,1,0,100.0,0.85,170692.58,0.0,1,0,0,0,0,1.0,Wednesday,1,2023
2023-01-11,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,359.957,359.957,0.0,1,0,100.0,0.62,223173.6,0.0,1,0,0,0,0,1.0,Wednesday,1,2023
2023-01-11,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,81.273,81.273,0.0,1,0,100.0,1.3,105654.63,0.0,1,0,0,0,0,1.0,Wednesday,1,2023
2023-01-12,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,211.176,211.176,0.0,1,0,100.0,0.85,179499.69,0.0,1,0,0,0,0,1.0,Thursday,1,2023
2023-01-12,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,407.809,407.809,0.0,1,0,100.0,0.62,252841.55,0.0,1,0,0,0,0,1.0,Thursday,1,2023
2023-01-12,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,75.451,75.451,0.0,1,0,100.0,1.3,98086.42,0.0,1,0,0,0,0,1.0,Thursday,1,2023
2023-01-13,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,193.805,193.805,0.0,1,0,100.0,0.85,164734.34,0.0,1,0,0,0,0,1.0,Friday,1,2023
2023-01-13,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,382.783,382.783,0.0,1,0,100.0,0.62,237325.33,0.0,1,0,0,0,0,1.0,Friday,1,2023
2023-01-13,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,85.191,85.191,0.0,1,0,100.0,1.3,110748.8,0.0,1,0,0,0,0,1.0,Friday,1,2023
2023-01-14,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,154.422,154.422,0.0,1,0,100.0,0.85,131258.38,0.0,1,0,0,0,0,1.0,Saturday,1,2023
2023-01-14,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,451.263,451.263,0.0,1,0,100.0,0.62,279783.37,0.0,1,0,0,0,0,1.0,Saturday,1,2023
2023-01-14,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,98.328,98.328,0.0,1,0,100.0,1.3,127826.6,0.0,1,0,0,0,0,1.0,Saturday,1,2023
2023-01-15,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,97.237,97.237,0.0,1,0,100.0,0.85,82651.5,0.0,1,0,0,0,0,1.0,Sunday,1,2023
2023-01-15,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,249.406,249.406,0.0,1,0,100.0,0.62,154631.69,0.0,1,0,0,0,0,1.0,Sunday,1,2023
2023-01-15,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,63.194,63.194,0.0,1,0,100.0,1.3,82151.67,0.0,1,0,0,0,0,1.0,Sunday,1,2023
2023-01-16,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,183.362,183.362,0.0,1,0,100.0,0.85,155857.52,0.0,1,0,0,0,0,1.0,Monday,1,2023
2023-01-16,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,318.341,318.341,0.0,1,0,100.0,0.62,197371.49,0.0,1,0,0,0,0,1.0,Monday,1,2023
2023-01-16,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,71.557,71.557,0.0,1,0,100.0,1.3,93024.32,0.0,1,0,0,0,0,1.0,Monday,1,2023
2023-01-17,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,207.372,207.372,0.0,1,0,100.0,0.85,176265.95,0.0,1,0,0,0,0,1.0,Tuesday,1,2023
2023-01-17,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,356.926,356.926,0.0,1,0,100.0,0.62,221293.98,0.0,1,0,0,0,0,1.0,Tuesday,1,2023
2023-01-17,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,70.082,70.082,0.0,1,0,100.0,1.3,91107.0,0.0,1,0,0,0,0,1.0,Tuesday,1,2023
2023-01-18,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,203.499,203.499,0.0,1,0,100.0,0.85,172974.18,0.0,1,0,0,0,0,1.0,Wednesday,1,2023
2023-01-18,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,327.1,327.1,0.0,1,0,100.0,0.62,202801.82,0.0,1,0,0,0,0,1.0,Wednesday,1,2023
2023-01-18,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,74.465,74.465,0.0,1,0,100.0,1.3,96805.08,0.0,1,0,0,0,0,1.0,Wednesday,1,2023
2023-01-19,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,201.015,201.015,0.0,1,0,100.0,0.85,170862.9,0.0,1,0,0,0,0,1.0,Thursday,1,2023
2023-01-19,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,347.511,347.511,0.0,1,0,100.0,0.62,215456.62,0.0,1,0,0,0,0,1.0,Thursday,1,2023
2023-01-19,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,77.1,77.1,0.0,1,0,100.0,1.3,100230.17,0.0,1,0,0,0,0,1.0,Thursday,1,2023
2023-01-20,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,213.094,213.094,0.0,1,0,100.0,0.85,181130.18,0.0,1,0,0,0,0,1.0,Friday,1,2023
2023-01-20,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,398.348,398.348,0.0,1,0,100.0,0.62,246975.67,0.0,1,0,0,0,0,1.0,Friday,1,2023
2023-01-20,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,80.488,80.488,0.0,1,0,100.0,1.3,104634.23,0.0,1,0,0,0,0,1.0,Friday,1,2023
2023-01-21,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,164.86,164.86,0.0,1,0,100.0,0.85,140130.66,0.0,1,0,0,0,0,1.0,Saturday,1,2023
2023-01-21,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,458.71,458.71,0.0,1,0,100.0,0.62,284400.11,0.0,1,0,0,0,0,1.0,Saturday,1,2023
2023-01-21,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,88.229,88.229,0.0,1,0,100.0,1.3,114698.14,0.0,1,0,0,0,0,1.0,Saturday,1,2023
2023-01-22,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,108.89,108.89,0.0,1,0,100.0,0.85,92556.5,0.0,1,0,0,0,0,1.0,Sunday,1,2023
2023-01-22,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,261.803,247.255,14.548,0,1,94.4,0.62,153298.02,9019.85,1,0,0,0,0,1.0,Sunday,1,2023
2023-01-22,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,63.308,63.308,0.0,1,0,100.0,1.3,82300.73,0.0,1,0,0,0,0,1.0,Sunday,1,2023
2023-01-23,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,226.631,226.631,0.0,1,0,100.0,0.85,192635.98,0.0,1,0,0,0,0,1.0,Monday,1,2023
2023-01-23,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,348.204,348.204,0.0,1,0,100.0,0.62,215886.28,0.0,1,0,0,0,0,1.0,Monday,1,2023
2023-01-23,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,74.153,74.153,0.0,1,0,100.0,1.3,96398.81,0.0,1,0,0,0,0,1.0,Monday,1,2023
2023-01-24,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,204.402,204.402,0.0,1,0,100.0,0.85,173741.28,0.0,1,0,0,0,0,1.0,Tuesday,1,2023
2023-01-24,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,335.732,335.732,0.0,1,0,100.0,0.62,208153.7,0.0,1,0,0,0,0,1.0,Tuesday,1,2023
2023-01-24,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,72.355,72.355,0.0,1,0,100.0,1.3,94060.91,0.0,1,0,0,0,0,1.0,Tuesday,1,2023
2023-01-25,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,197.874,197.874,0.0,1,0,100.0,0.85,168193.17,0.0,1,0,0,0,0,1.0,Wednesday,1,2023
2023-01-25,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,338.949,338.949,0.0,1,0,100.0,0.62,210148.53,0.0,1,0,0,0,0,1.0,Wednesday,1,2023
2023-01-25,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,70.427,70.427,0.0,1,0,100.0,1.3,91555.58,0.0,1,0,0,0,0,1.0,Wednesday,1,2023
2023-01-26,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,227.712,227.712,0.0,1,0,100.0,0.85,193554.93,0.0,1,0,0,1,0,1.0,Thursday,1,2023
2023-01-26,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,422.817,422.817,0.0,1,0,100.0,0.62,262146.7,0.0,1,0,0,1,0,1.0,Thursday,1,2023
2023-01-26,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,79.46,79.46,0.0,1,0,100.0,1.3,103298.22,0.0,1,0,0,1,0,1.0,Thursday,1,2023
2023-01-27,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,204.373,204.373,0.0,1,0,100.0,0.85,173717.38,0.0,1,0,0,1,0,1.0,Friday,1,2023
2023-01-27,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,448.695,448.695,0.0,1,0,100.0,0.62,278191.1,0.0,1,0,0,1,0,1.0,Friday,1,2023
2023-01-27,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,81.923,81.923,0.0,1,0,100.0,1.3,106499.31,0.0,1,0,0,1,0,1.0,Friday,1,2023
2023-01-28,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,154.779,154.779,0.0,1,0,100.0,0.85,131561.92,0.0,1,0,0,1,0,1.0,Saturday,1,2023
2023-01-28,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,457.925,457.925,0.0,1,0,100.0,0.62,283913.76,0.0,1,0,0,1,0,1.0,Saturday,1,2023
2023-01-28,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,99.677,99.677,0.0,1,0,100.0,1.3,129580.13,0.0,1,0,0,1,0,1.0,Saturday,1,2023
2023-01-29,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,134.616,134.616,0.0,1,0,100.0,0.85,114423.2,0.0,1,0,0,1,0,1.0,Sunday,1,2023
2023-01-29,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,279.168,279.168,0.0,1,0,100.0,0.62,173083.88,0.0,1,0,0,1,0,1.0,Sunday,1,2023
2023-01-29,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,60.402,60.402,0.0,1,0,100.0,1.3,78523.17,0.0,1,0,0,1,0,1.0,Sunday,1,2023
2023-01-30,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,234.895,234.895,0.0,1,0,100.0,0.85,199660.81,0.0,1,0,0,1,0,1.0,Monday,1,2023
2023-01-30,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,376.801,376.801,0.0,1,0,100.0,0.62,233616.6,0.0,1,0,0,1,0,1.0,Monday,1,2023
2023-01-30,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,78.553,78.553,0.0,1,0,100.0,1.3,102119.04,0.0,1,0,0,1,0,1.0,Monday,1,2023
2023-01-31,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,223.287,223.287,0.0,1,0,100.0,0.85,189793.86,0.0,1,0,0,1,0,1.0,Tuesday,1,2023
2023-01-31,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,356.8,356.8,0.0,1,0,100.0,0.62,221216.3,0.0,1,0,0,1,0,1.0,Tuesday,1,2023
2023-01-31,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,82.218,82.218,0.0,1,0,100.0,1.3,106883.27,0.0,1,0,0,1,0,1.0,Tuesday,1,2023
2023-02-01,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,217.866,217.866,0.0,1,0,100.0,0.851,185403.61,0.0,1,0,0,1,0,1.0,Wednesday,2,2023
2023-02-01,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,373.549,373.549,0.0,1,0,100.0,0.621,231973.92,0.0,1,0,0,1,0,1.0,Wednesday,2,2023
2023-02-01,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,81.878,81.878,0.0,1,0,100.0,1.302,106605.62,0.0,1,0,0,1,0,1.0,Wednesday,2,2023
2023-02-02,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,202.713,202.713,0.0,1,0,100.0,0.851,172508.75,0.0,1,0,0,1,0,1.0,Thursday,2,2023
2023-02-02,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,362.362,362.362,0.0,1,0,100.0,0.621,225027.08,0.0,1,0,0,1,0,1.0,Thursday,2,2023
2023-02-02,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,80.914,80.914,0.0,1,0,100.0,1.302,105349.58,0.0,1,0,0,1,0,1.0,Thursday,2,2023
2023-02-03,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,223.626,223.626,0.0,1,0,100.0,0.851,190306.1,0.0,1,0,0,1,0,1.0,Friday,2,2023
2023-02-03,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,437.604,437.604,0.0,1,0,100.0,0.621,271752.11,0.0,1,0,0,1,0,1.0,Friday,2,2023
2023-02-03,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,86.209,86.209,0.0,1,0,100.0,1.302,112244.68,0.0,1,0,0,1,0,1.0,Friday,2,2023
2023-02-04,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,164.63,164.63,0.0,1,0,100.0,0.851,140100.05,0.0,1,0,0,1,0,1.0,Saturday,2,2023
2023-02-04,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,487.686,487.686,0.0,1,0,100.0,0.621,302852.9,0.0,1,0,0,1,0,1.0,Saturday,2,2023
2023-02-04,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,91.855,91.855,0.0,1,0,100.0,1.302,119595.19,0.0,1,0,0,1,0,1.0,Saturday,2,2023
2023-02-05,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,122.071,117.349,4.722,0,1,96.1,0.851,99864.17,4018.15,1,0,0,1,0,1.0,Sunday,2,2023
2023-02-05,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,272.819,272.819,0.0,1,0,100.0,0.621,169420.58,0.0,1,0,0,1,0,1.0,Sunday,2,2023
2023-02-05,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,67.585,67.585,0.0,1,0,100.0,1.302,87996.11,0.0,1,0,0,1,0,1.0,Sunday,2,2023
2023-02-06,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,217.163,217.163,0.0,1,0,100.0,0.851,184805.34,0.0,1,0,0,0,0,1.0,Monday,2,2023
2023-02-06,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,330.611,330.611,0.0,1,0,100.0,0.621,205309.42,0.0,1,0,0,0,0,1.0,Monday,2,2023
2023-02-06,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,73.443,73.443,0.0,1,0,100.0,1.302,95623.08,0.0,1,0,0,0,0,1.0,Monday,2,2023
2023-02-07,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,197.73,197.73,0.0,1,0,100.0,0.851,168268.04,0.0,1,0,0,0,0,1.0,Tuesday,2,2023
2023-02-07,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,330.059,284.117,45.942,0,1,86.1,0.621,176436.35,28530.16,1,0,0,0,0,1.0,Tuesday,2,2023
2023-02-07,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,72.364,72.364,0.0,1,0,100.0,1.302,94217.41,0.0,1,0,0,0,0,1.0,Tuesday,2,2023
2023-02-08,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,208.84,208.84,0.0,1,0,100.0,0.851,177722.99,0.0,1,0,0,0,0,1.0,Wednesday,2,2023
2023-02-08,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,328.537,328.537,0.0,1,0,100.0,0.621,204021.36,0.0,1,0,0,0,0,1.0,Wednesday,2,2023
2023-02-08,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,77.927,77.927,0.0,1,0,100.0,1.302,101460.41,0.0,1,0,0,0,0,1.0,Wednesday,2,2023
2023-02-09,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,201.204,201.204,0.0,1,0,100.0,0.851,171224.93,0.0,1,0,0,0,0,1.0,Thursday,2,2023
2023-02-09,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,353.905,353.905,0.0,1,0,100.0,0.621,219775.0,0.0,1,0,0,0,0,1.0,Thursday,2,2023
2023-02-09,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,82.149,82.149,0.0,1,0,100.0,1.302,106957.39,0.0,1,0,0,0,0,1.0,Thursday,2,2023
2023-02-10,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,206.119,206.119,0.0,1,0,100.0,0.851,175407.54,0.0,1,0,0,0,0,1.0,Friday,2,2023
2023-02-10,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,409.49,409.49,0.0,1,0,100.0,0.621,254293.25,0.0,1,0,0,0,0,1.0,Friday,2,2023
2023-02-10,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,81.544,81.544,0.0,1,0,100.0,1.302,106170.14,0.0,1,0,0,0,0,1.0,Friday,2,2023
2023-02-11,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,137.103,137.103,0.0,1,0,100.0,0.851,116674.42,0.0,1,0,0,0,0,1.0,Saturday,2,2023
2023-02-11,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,456.14,456.14,0.0,1,0,100.0,0.621,283263.2,0.0,1,0,0,0,0,1.0,Saturday,2,2023
2023-02-11,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,93.661,93.661,0.0,1,0,100.0,1.302,121947.06,0.0,1,0,0,0,0,1.0,Saturday,2,2023
2023-02-12,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,110.983,97.027,13.956,0,1,87.4,0.851,82570.39,11876.32,1,0,0,0,0,1.0,Sunday,2,2023
2023-02-12,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,246.71,246.71,0.0,1,0,100.0,0.621,153206.8,0.0,1,0,0,0,0,1.0,Sunday,2,2023
2023-02-12,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,60.034,60.034,0.0,1,0,100.0,1.302,78164.8,0.0,1,0,0,0,0,1.0,Sunday,2,2023
2023-02-13,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,222.86,222.86,0.0,1,0,100.0,0.851,189653.93,0.0,1,0,0,0,0,1.0,Monday,2,2023
2023-02-13,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,303.45,303.45,0.0,1,0,100.0,0.621,188442.21,0.0,1,0,0,0,0,1.0,Monday,2,2023
2023-02-13,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,78.589,78.589,0.0,1,0,100.0,1.302,102322.88,0.0,1,0,0,0,0,1.0,Monday,2,2023
2023-02-14,FL-SW-50,Gloria Super White Bread Flour (Flour),Flour,Wheat,227.084,227.084,0.0,1,0,100.0,0.851,193248.49,0.0,1,0,0,0,0,1.0,Tuesday,2,2023
2023-02-14,MZ-RS-10,Red Seal Super Roller Meal (Maize Meal),Maize Meal,White Maize,317.16,317.16,0.0,1,0,100.0,0.621,196956.27,0.0,1,0,0,0,0,1.0,Tuesday,2,2023
2023-02-14,RC-MH-25,Mahatma White Rice (Rice),Rice,Imported Paddy,72.472,72.472,0.0,1,0,100.0,1.302,94358.5,0.0,1,0,0,0,0,1.0,Tuesday,2,2023
